#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A41D55
#Date Time: 2020-05-19 17:04:53.182
#Sample rate: 8000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Falling Level: 2 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -1.5 V
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 3.3 V
#Negative Supply: OFF
#Voltage: -1 V

Time (s),Channel 1 (V)
-0.428812,2.55202
-0.428687,2.55236
-0.428562,2.55236
-0.428437,2.55202
-0.428312,2.55236
-0.428187,2.55236
-0.428062,2.5527
-0.427937,2.5527
-0.427812,2.55236
-0.427687,2.5527
-0.427562,2.5527
-0.427437,2.55304
-0.427312,2.55373
-0.427187,2.55304
-0.427062,2.55339
-0.426937,2.55373
-0.426812,2.55339
-0.426687,2.55407
-0.426562,2.55373
-0.426437,2.55407
-0.426312,2.55373
-0.426187,2.55373
-0.426062,2.55407
-0.425937,2.55441
-0.425812,2.55407
-0.425687,2.55441
-0.425562,2.55441
-0.425437,2.55441
-0.425312,2.55475
-0.425187,2.55475
-0.425062,2.55544
-0.424937,2.55475
-0.424812,2.55475
-0.424687,2.55578
-0.424562,2.5551
-0.424437,2.5551
-0.424312,2.5551
-0.424187,2.55475
-0.424062,2.5551
-0.423937,2.5551
-0.423812,2.55544
-0.423687,2.55544
-0.423562,2.5551
-0.423437,2.5551
-0.423312,2.55544
-0.423187,2.55441
-0.423062,2.55475
-0.422937,2.5551
-0.422812,2.55441
-0.422687,2.55475
-0.422562,2.55475
-0.422437,2.55475
-0.422312,2.55475
-0.422187,2.55441
-0.422062,2.55441
-0.421937,2.55475
-0.421812,2.55441
-0.421687,2.55441
-0.421563,2.55441
-0.421437,2.55441
-0.421312,2.55441
-0.421187,2.55407
-0.421063,2.55373
-0.420937,2.55339
-0.420812,2.5527
-0.420687,2.5527
-0.420563,2.55304
-0.420437,2.55236
-0.420312,2.55236
-0.420187,2.55202
-0.420063,2.55168
-0.419937,2.55134
-0.419812,2.55099
-0.419687,2.55031
-0.419563,2.55099
-0.419437,2.55031
-0.419312,2.54997
-0.419187,2.54963
-0.419063,2.54894
-0.418937,2.5486
-0.418812,2.5486
-0.418687,2.54894
-0.418563,2.54963
-0.418437,2.54894
-0.418312,2.5486
-0.418187,2.54894
-0.418063,2.54826
-0.417937,2.54826
-0.417812,2.54826
-0.417687,2.54792
-0.417563,2.54792
-0.417437,2.54826
-0.417312,2.54792
-0.417187,2.54826
-0.417063,2.54826
-0.416937,2.54826
-0.416812,2.5486
-0.416687,2.5486
-0.416563,2.54826
-0.416437,2.5486
-0.416312,2.54894
-0.416187,2.54929
-0.416063,2.54929
-0.415937,2.54929
-0.415812,2.54963
-0.415687,2.54894
-0.415563,2.54894
